star,comments,labels
5,"Great all rounder.For the price you won't find any better smartphone than the mate 20 pro.Hands down best battery, great display, super quick charging speeds, good cameras, over all power packed.",1
3,Camera quality is not dslr type Google pixel mobiles are far better,1
4,Face recognition is not as good as iPhone. Operating speed or phone is excellent.,1
4,Mobile Performance and camera very very good. But the display I am not satisfied. It is little reflective screen. For this rate I expect display like iPhone.,1
5,Awesome,0
3,REFER RETURNING POLICY,0
5,Great screen and Much better camera and battery performance,0
4,Excellent look and performance. Happy with  camera and its features.,0
5,Light bleeding around the edges,0
5,Good,0
5,Very very good,0
5,I like,0
5,must buyITS A SOLID MIX  OF BEAUTY & BEAST,0
5, BEST MOBILE IN THEWORLD,1
5,"From iPhone x, switching to mate 20 pro,Ultimate camera, very fast Internet browsing, battery two days standing,All the apps working faster,Sun light visibility low,Worth buying",1
3,Network is slow,0
5,Absolutely wonderful phone to use...nice cameras...fast charging... battery life excellent... worth buying it,0
4,Front camera is disspoiting..One of the poor front camera of the year..,0
5,Over all it is user friendly and face recognition is superb,0
4,Awesome product. Worth to purchase. All required features in one phone with great price.,0
5,Phone is amazing. Looks great but not worthfull. Buy samsung s10+ in this price range.,1
5,"I have used almost all the flagships Note 8, Iphone 7, oneplus but I am seriously impressed with these phone. Aweome speed and camera and best battery life I have ever experienced.",1
5,"Wow worth it, even though I was using iPhone 8 before this",0
4,Like. All are in good.,0
5,Very nice phone. But only slow updates.Oterwise phone is fast and clearity of screen is very nice.,0
5,Everything is too nice..Needs Side Edge Screen  Caller I'd Reader,0
5,Awesome,0
5,Just one word excellent is not enough..,0
5,Ever thing is f9 but some time slow in face recognition,0
4,Want to improve face recognition and security of fingerprints.,0
5,Best of the lot without doubt. Greatest Camera capabilities.,1
5,One of the best phone in flagship segment,1
2,Not good,0
5,Really very nice phone better then samsung note 9 and iphone xs max,1
5,Awesome mobile good battery life and good performance,0
5,I liked the mobile must. Best battery. Best proformance. Best camera,1
5,Except the finger print scanner rest everything is fine,0
5,Best mobile yet,1
5,Thanks for the product,0
5,MADE ME FEEL WHAT I WAS MISSING IN ALL OTHER PHONE'S,0
5,very very good,0
5,"Except for the notch, this phone is better than the rest of the 2018 mobile phones.",1
4,"Good Quality, Good Performance",0
5,Nice phone but costly..hot,0
5,Best mobile ever,1
4,Everything is OK... Some times recived call are hanging. What is that? Any one please tell me.,0
5,"Huawei mate 20 pro mobile is very fast and nice look good future, photos look very naturally",0
5,Awesome phone awesome battery awesome screen awesome volume,0
5,Good Android phone. Quality and looks are the best,1
4,No search bar for dialled calls is a big disappointment... Hope they rectify it ...,0
5,Excellent product.... The most premium. I have experienced,0
5,Good and worth to buy,0
5,The best mobile phone so far..... 💞,1
5,Best battery,1
5,Good,0
5,This is a real camera phone,0
5,"Brilliant design, brilliant camera",0
5,Really best mobile,1
4,It's a good phone.,0
5,The best phone ever in the market,1
5,All rouner phone,0
5,Good,0
5,good,0
5,Very goog,0
3,"1.Display-great!2.Build quality - good, though lower than apple or samsung flagships.3.Performance- very good. Will wait to see over a few months.4. Power consumption and management- may be the  best of them all. Top rating.5. Cameras - all hype.. nowhere near apple nor samsung. Buy a A9 you will be better off if you are buying this for the versatile camera. Pro mode is useless. Which means the sensor is not good. It is all a work of the AI and post processing. No wonder DXOMark did not rate it..6. Lastly the finger print sensor fails 3/5 times. Painful and useless.",1
